#1
double tab(16560,2)   # comment line
0	1
1800	1
3600	1
5400	1
7200	1
9000	1
10800	1
12600	1
14400	1
16200	1
18000	1
19800	1
21600	1
23400	1
25200	1
27000	1
28800	1
30600	1
32400	0
34200	0
36000	0
37800	0
39600	0
41400	0
43200	0
45000	0
46800	0
48600	0
50400	0
52200	0
54000	0
55800	1
57600	1
59400	1
61200	1
63000	1
64800	1
66600	1
68400	1
70200	1
72000	1
73800	1
75600	1
77400	1
79200	1
81000	1
82800	1
84600	1
86400	1
88200	1
90000	1
91800	1
93600	1
95400	1
97200	1
99000	1
100800	1
102600	1
104400	1
106200	1
108000	1
109800	1
111600	1
113400	1
115200	1
117000	1
118800	0
120600	0
122400	0
124200	0
126000	0
127800	0
129600	0
131400	0
133200	0
135000	0
136800	0
138600	0
140400	0
142200	1
144000	1
145800	1
147600	1
149400	1
151200	1
153000	1
154800	1
156600	1
158400	1
160200	1
162000	1
163800	1
165600	1
167400	1
169200	1
171000	1
172800	1
174600	1
176400	1
178200	1
180000	1
181800	1
183600	1
185400	1
187200	1
189000	1
190800	1
192600	1
194400	1
196200	1
198000	1
199800	1
201600	1
203400	1
205200	0
207000	0
208800	0
210600	0
212400	0
214200	0
216000	0
217800	0
219600	0
221400	0
223200	0
225000	0
226800	0
228600	1
230400	1
232200	1
234000	1
235800	1
237600	1
239400	1
241200	1
243000	1
244800	1
246600	1
248400	1
250200	1
252000	1
253800	1
255600	1
257400	1
259200	1
261000	1
262800	1
264600	1
266400	1
268200	1
270000	1
271800	1
273600	1
275400	1
277200	1
279000	1
280800	1
282600	1
284400	1
286200	1
288000	1
289800	1
291600	0
293400	0
295200	0
297000	0
298800	0
300600	0
302400	0
304200	0
306000	0
307800	0
309600	0
311400	0
313200	0
315000	1
316800	1
318600	1
320400	1
322200	1
324000	1
325800	1
327600	1
329400	1
331200	1
333000	1
334800	1
336600	1
338400	1
340200	1
342000	1
343800	1
345600	1
347400	1
349200	1
351000	1
352800	1
354600	1
356400	1
358200	1
360000	1
361800	1
363600	1
365400	1
367200	1
369000	1
370800	1
372600	1
374400	1
376200	1
378000	0
379800	0
381600	0
383400	0
385200	0
387000	0
388800	0
390600	0
392400	0
394200	0
396000	0
397800	0
399600	0
401400	1
403200	1
405000	1
406800	1
408600	1
410400	1
412200	1
414000	1
415800	1
417600	1
419400	1
421200	1
423000	1
424800	1
426600	1
428400	1
430200	1
432000	1
433800	1
435600	1
437400	1
439200	1
441000	1
442800	1
444600	1
446400	1
448200	1
450000	1
451800	1
453600	1
455400	1
457200	1
459000	1
460800	1
462600	1
464400	0
466200	0
468000	0
469800	0
471600	0
