#1
double tab(8279,3)   # time T_sp CO2_sp (Climate set points 10Dec-22Nov: daily setpoints based on maximizing photosynthesis rate, minimum night temperature of 16, 24h mean temperature of 20)
0	21	1000
3600	20	400
7200	20	400
10800	20	400
14400	20	400
18000	20	400
21600	20	400
25200	20	1300
28800	20	1300
32400	20	1300
36000	20	1300
39600	20	1000
43200	20	1000
46800	20	1000
50400	20	1000
54000	20	1000
57600	20	1100
61200	20	1300
64800	20	1300
68400	20	1300
72000	20	1300
75600	20	1300
79200	20	1300
82800	20	400
86400	20	400
90000	20	400
93600	20	400
97200	20	400
100800	20	400
104400	20	400
108000	20	400
111600	20	1300
115200	20	1300
118800	20	1300
122400	20	1300
126000	20	1100
129600	20	1000
133200	20	1000
136800	20	1000
140400	20	1100
144000	20	1100
147600	20	1300
151200	20	1300
154800	20	1300
158400	20	1300
162000	20	1300
165600	20	1300
169200	20	400
172800	20	400
176400	20	400
180000	20	400
183600	20	400
187200	20	400
190800	20	400
194400	20	400
198000	20	1300
201600	20	1300
205200	20	1300
208800	20	1100
212400	20	1000
216000	20	1000
219600	20	1000
223200	20	1000
226800	20	1300
230400	20	1100
234000	20	1300
237600	20	1300
241200	20	1300
244800	20	1300
248400	20	1300
252000	20	1300
255600	20	400
259200	20	400
262800	20	400
266400	20	400
270000	20	400
273600	20	400
277200	20	400
280800	20	400
284400	20	1300
288000	20	1300
291600	20	1300
295200	20	1300
298800	20	1100
302400	20	1000
306000	20	1000
309600	20	1000
313200	20	1100
316800	20	1100
320400	20	1300
324000	20	1300
327600	20	1300
331200	20	1300
334800	20	1300
338400	20	1300
342000	20	400
345600	20	400
349200	20	400
352800	20	400
356400	20	400
360000	20	400
363600	20	400
367200	20	400
370800	20	1300
374400	20	1300
378000	20	1300
381600	20	1300
385200	20	1100
388800	20	1000
392400	20	1000
396000	20	1000
399600	20	1100
403200	20	1100
406800	20	1300
410400	20	1300
414000	20	1300
417600	20	1300
421200	20	1300
424800	20	1300
428400	20	400
432000	20	400
435600	20	400
439200	20	400
442800	20	400
446400	20	400
450000	20	400
453600	20	400
457200	20	1300
460800	20	1300
464400	20	1300
468000	20	1100
471600	20	1000
475200	20	1000
478800	20	1000
482400	20	1000
486000	20	1100
489600	20	1300
493200	20	1300
496800	20	1300
500400	20	1300
504000	20	1300
507600	20	1300
511200	20	1300
514800	20	400
518400	20	400
522000	20	400
525600	20	400
529200	20	400
532800	20	400
536400	20	400
540000	20	400
543600	20	1300
547200	20	1300
550800	20	1300
554400	20	1100
558000	20	1000
561600	20	1000
565200	20	1000
568800	20	1000
572400	20	1000
576000	20	1300
579600	20	1300
583200	20	1300
586800	20	1300
590400	20	1300
594000	20	1300
597600	20	1300
601200	20	400
604800	20	400
608400	20	400
612000	20	400
615600	20	400
619200	20	400
622800	20	400
626400	20	400
630000	20	1300
633600	20	1300
637200	20	1300
640800	20	1300
644400	20	1100
648000	20	1000
651600	20	1000
655200	20	1000
658800	20	1100
662400	20	1100
666000	20	1300
669600	20	1300
673200	20	1300
676800	20	1300
680400	20	1300
684000	20	1300
687600	20	400
691200	20	400
694800	20	400
698400	20	400
702000	20	400
705600	20	400
709200	20	400
712800	20	400
716400	20	1300
720000	20	1300
723600	20	1300
727200	20	1100
730800	20	1000
734400	20	1000
738000	20	1000
741600	20	1000
745200	20	1100
748800	20	1100
752400	20	1300
756000	20	1300
759600	20	1300
763200	20	1300
766800	20	1300
770400	20	1300
774000	20	400
777600	20	400
781200	20	400
784800	20	400
788400	20	400
792000	20	400
795600	20	400
799200	20	400
802800	20	1300
806400	20	1300
810000	20	1300
813600	20	1100
817200	20	1000
820800	20	1000
824400	20	1000
828000	20	1000
831600	20	1000
835200	20	1300
838800	20	1300
842400	20	1300
846000	20	1300
849600	20	1300
853200	20	1300
856800	20	1300
860400	20	400
864000	20	400
867600	20	400
871200	20	400
874800	20	400
878400	20	400
882000	20	400
885600	20	400
889200	20	1300
892800	20	1300
896400	20	1300
900000	20	1100
903600	20	1000
907200	20	1000
910800	20	1000
914400	20	1100
918000	20	1300
921600	20	1100
925200	20	1300
928800	20	1300
932400	20	1300
936000	20	1300
939600	20	1300
943200	20	1300
946800	20	400
950400	20	400
954000	20	400
957600	20	400
961200	20	400
964800	20	400
968400	20	400
972000	20	400
975600	20	1300
979200	20	1300
982800	20	1300
986400	20	1300
990000	20	1100
993600	20	1000
997200	20	1000
1000800	20	1000
1004400	20	1100
1008000	20	1100
1011600	20	1300
1015200	20	1300
1018800	20	1300
1022400	20	1300
1026000	20	1300
1029600	20	1300
1033200	20	400
1036800	20	400
1040400	20	400
1044000	20	400
1047600	20	400
1051200	20	400
1054800	20	400
1058400	20	400
1062000	20	1300
1065600	20	1300
1069200	20	1300
1072800	20	1100
1076400	20	1000
1080000	20	1000
1083600	20	1000
1087200	20	1000
1090800	20	1000
1094400	20	1100
1098000	20	1300
1101600	20	1300
1105200	20	1300
1108800	20	1300
1112400	20	1300
1116000	20	1300
1119600	20	400
1123200	20	400
1126800	20	400
1130400	20	400
1134000	20	400
1137600	20	400
1141200	20	400
1144800	20	400
1148400	20	1300
1152000	20	1300
1155600	20	1300
1159200	20	1100
1162800	20	1000
1166400	20	1000
1170000	20	1000
1173600	20	1000
1177200	20	1000
1180800	20	1100
1184400	20	1300
1188000	20	1300
1191600	20	1300
1195200	20	1300
1198800	20	1300
1202400	20	1300
1206000	20	400
1209600	20	400
1213200	20	400
1216800	20	400
1220400	20	400
1224000	20	400
1227600	20	400
1231200	20	400
1234800	20	1300
1238400	20	1300
1242000	20	1300
1245600	20	1100
1249200	20	1000
1252800	20	1000
1256400	20	1000
1260000	20	1000
1263600	20	1000
1267200	20	1100
1270800	20	1300
1274400	20	1300
1278000	20	1300
1281600	20	1300
1285200	20	1300
1288800	20	1300
1292400	20	400
1296000	20	400
1299600	20	400
1303200	20	400
1306800	20	400
1310400	20	400
1314000	20	400
1317600	20	400
1321200	20	1300
1324800	20	1300
1328400	20	1300
1332000	20	1100
1335600	20	1000
1339200	20	1000
1342800	20	1000
1346400	20	1000
1350000	20	1000
1353600	20	1100
1357200	20	1300
1360800	20	1300
1364400	20	1300
1368000	20	1300
1371600	20	1300
1375200	20	1300
1378800	20	400
1382400	20	400
1386000	20	400
1389600	20	400
1393200	20	400
1396800	20	400
1400400	20	400
1404000	20	400
1407600	20	1300
1411200	20	1300
1414800	20	1300
1418400	20	1300
1422000	20	1100
1425600	20	1100
1429200	20	1000
1432800	20	1000
1436400	20	1100
1440000	20	1100
1443600	20	1300
1447200	20	1300
1450800	20	1300
1454400	20	1300
1458000	20	1300
1461600	20	1300
1465200	20	400
1468800	20	400
1472400	20	400
1476000	20	400
1479600	20	400
1483200	20	400
1486800	20	400
1490400	20	400
1494000	20	1300
1497600	20	1300
1501200	20	1300
1504800	20	1300
1508400	20	1100
1512000	20	1100
1515600	20	1000
1519200	20	1000
1522800	20	1100
1526400	20	1100
1530000	20	1300
1533600	20	1300
1537200	20	1300
1540800	20	1300
1544400	20	1300
1548000	20	1300
1551600	20	400
1555200	20	400
1558800	20	400
1562400	20	400
1566000	20	400
1569600	20	400
1573200	20	400
1576800	20	400
1580400	20	1300
1584000	20	1300
1587600	20	1300
1591200	20	1100
1594800	20	1000
1598400	20	1000
1602000	20	1000
1605600	20	1100
1609200	20	1300
1612800	20	1100
1616400	20	1300
1620000	20	1300
1623600	20	1300
1627200	20	1300
1630800	20	1300
1634400	20	1300
1638000	20	400
1641600	20	400
1645200	20	400
1648800	20	400
1652400	20	400
1656000	20	400
1659600	20	400
1663200	20	400
1666800	20	1300
1670400	20	1300
1674000	20	1300
1677600	20	1100
1681200	20	1000
1684800	20	1000
1688400	20	1000
1692000	20	1000
1695600	20	1000
1699200	20	1100
1702800	20	1300
1706400	20	1300
1710000	20	1300
1713600	20	1300
1717200	20	1300
1720800	20	1300
1724400	20	400
1728000	20	400
1731600	20	400
1735200	20	400
1738800	20	400
1742400	20	400
1746000	20	400
1749600	20	400
1753200	20	1300
1756800	20	1300
1760400	20	1300
1764000	20	1300
1767600	20	1100
1771200	20	1000
1774800	20	1000
1778400	20	1000
1782000	20	1100
1785600	20	1100
1789200	20	1300
1792800	20	1300
1796400	20	1300
1800000	20	1300
1803600	20	1300
1807200	20	1300
1810800	20	400
1814400	20	400
1818000	20	400
1821600	20	400
1825200	20	400
1828800	20	400
1832400	20	400
1836000	20	400
1839600	20	1300
1843200	20	1300
1846800	20	1300
1850400	20	1300
1854000	20	1100
1857600	20	1000
1861200	20	1000
1864800	20	1000
1868400	20	1000
1872000	20	1100
1875600	20	1300
1879200	20	1300
1882800	20	1300
1886400	20	1300
1890000	20	1300
1893600	20	1300
1897200	20	400
1900800	20	400
1904400	20	400
1908000	20	400
1911600	20	400
1915200	20	400
1918800	20	400
1922400	20	400
1926000	20	1300
1929600	20	1300
1933200	20	1300
1936800	20	1300
1940400	20	1000
1944000	20	1000
1947600	20	1000
1951200	20	1000
1954800	20	1300
1958400	20	1100
1962000	20	1300
1965600	20	1300
1969200	20	1300
1972800	20	1300
1976400	20	1300
1980000	20	1300
1983600	20	400
1987200	20	400
1990800	20	400
1994400	20	400
1998000	20	400
2001600	20	400
2005200	20	400
2008800	20	400
2012400	20	1300
2016000	20	1300
2019600	20	1300
2023200	20	1300
2026800	20	1100
2030400	20	1000
2034000	20	1000
2037600	20	1000
2041200	20	1100
2044800	20	1100
2048400	20	1300
2052000	20	1300
2055600	20	1300
2059200	20	1300
2062800	20	1300
2066400	20	1300
2070000	20	400
2073600	20	400
2077200	20	400
2080800	20	400
2084400	20	400
2088000	20	400
2091600	20	400
2095200	20	400
2098800	20	1300
2102400	20	1300
2106000	20	1300
2109600	20	1100
2113200	20	1000
2116800	20	1000
2120400	20	1100
2124000	20	1000
2127600	20	1000
2131200	20	1300
2134800	20	1300
2138400	20	1300
2142000	20	1300
2145600	20	1300
2149200	20	1300
2152800	20	1300
2156400	20	400
2160000	20	400
2163600	20	400
2167200	20	400
2170800	20	400
2174400	20	400
2178000	20	400
2181600	20	400
2185200	20	1300
2188800	20	1300
2192400	20	1300
2196000	20	1300
2199600	20	1100
2203200	20	1000
2206800	20	1000
2210400	20	1000
2214000	20	1100
2217600	20	1100
2221200	20	1300
2224800	20	1300
2228400	20	1300
2232000	20	1300
2235600	20	1300
2239200	20	1300
2242800	20	400
2246400	20	400
2250000	20	400
2253600	20	400
2257200	20	400
2260800	20	400
2264400	20	400
2268000	20	400
2271600	20	1300
2275200	20	1300
2278800	20	1300
2282400	20	1300
2286000	20	1000
2289600	20	1000
2293200	20	1000
2296800	20	1000
2300400	20	1000
2304000	20	1100
2307600	20	1300
2311200	20	1300
2314800	20	1300
2318400	20	1300
2322000	20	1300
2325600	20	1300
2329200	20	400
2332800	20	400
2336400	20	400
2340000	20	400
2343600	20	400
2347200	20	400
2350800	20	400
2354400	20	400
2358000	20	1300
2361600	20	1300
2365200	20	1300
2368800	20	1100
2372400	20	1000
2376000	20	1000
2379600	20	1000
2383200	20	1100
2386800	20	1300
2390400	20	1100
2394000	20	1300
2397600	20	1300
2401200	20	1300
2404800	20	1300
2408400	20	1300
2412000	20	1300
2415600	20	400
2419200	20	400
2422800	20	400
2426400	20	400
2430000	20	400
2433600	20	400
2437200	20	400
2440800	20	400
2444400	20	1300
2448000	20	1300
2451600	20	1300
2455200	20	1300
2458800	20	1100
2462400	20	1000
2466000	20	1000
2469600	20	1000
2473200	20	1100
2476800	20	1100
2480400	20	1300
2484000	20	1300
2487600	20	1300
2491200	20	1300
2494800	20	1300
2498400	20	1300
2502000	20	400
2505600	20	400
2509200	20	400
2512800	20	400
2516400	20	400
2520000	20	400
2523600	20	400
2527200	20	400
2530800	20	1300
2534400	20	1300
2538000	20	1300
2541600	20	1300
2545200	20	1100
2548800	20	1000
2552400	20	1000
2556000	20	1000
2559600	20	1000
2563200	20	1100
2566800	20	1300
2570400	20	1300
2574000	20	1300
2577600	20	1300
2581200	20	1300
2584800	20	1300
2588400	20	400
2592000	20	400
2595600	20	400
2599200	20	400
2602800	20	400
2606400	20	400
2610000	20	400
2613600	20	400
2617200	20	1300
2620800	20	1300
2624400	20	1300
2628000	20	1300
2631600	20	1100
2635200	20	1000
2638800	20	1000
2642400	20	1000
2646000	20	1100
2649600	20	1100
2653200	20	1300
2656800	20	1300
2660400	20	1300
2664000	20	1300
2667600	20	1300
2671200	20	1300
2674800	20	400
2678400	20	400
2682000	20	400
2685600	20	400
2689200	20	400
2692800	20	400
2696400	20	400
2700000	20	400
2703600	20	1300
2707200	20	1300
2710800	20	1300
2714400	20	1100
2718000	20	1000
2721600	20	1000
2725200	20	1000
2728800	20	1000
2732400	20	1000
2736000	20	1100
2739600	20	1100
2743200	20	1300
2746800	20	1300
2750400	20	1300
2754000	20	1300
2757600	20	1300
2761200	20	400
2764800	20	400
2768400	20	400
2772000	20	400
2775600	20	400
2779200	20	400
2782800	20	400
2786400	20	400
2790000	20	1300
2793600	20	1300
2797200	20	1300
2800800	20	1100
2804400	20	1000
2808000	20	1000
2811600	20	1000
2815200	20	1100
2818800	20	1300
2822400	20	1100
2826000	20	1300
2829600	20	1300
2833200	20	1300
2836800	20	1300
2840400	20	1300
2844000	20	1300
2847600	20	400
2851200	20	400
2854800	20	400
2858400	20	400
2862000	20	400
2865600	20	400
2869200	20	400
2872800	20	400
2876400	20	1300
2880000	20	1300
2883600	20	1300
2887200	20	1300
2890800	20	1100
2894400	20	1000
2898000	20	1000
2901600	20	1000
2905200	20	1100
2908800	20	1100
2912400	20	1300
2916000	20	1300
2919600	20	1300
2923200	20	1300
2926800	20	1300
2930400	20	1300
2934000	20	400
2937600	20	400
2941200	20	400
2944800	20	400
2948400	20	400
2952000	20	400
2955600	20	400
2959200	20	400
2962800	20	1300
2966400	20	1300
